,ids,pids,prompt,response
646,7496,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: ""","I heard people making comments about me because of my skin color and asking if I was from a certain country."""
647,7496,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: ""","I was called a racial slur by a group of older teenagers at the park."""
648,7496,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: ""","a teacher asked me to answer all the questions in class, even if they weren't directed at me."""
649,7496,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: ""","people talk about me differently when they find out I'm from a different country."""
650,7572,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","I was followed around a store by an employee and asked to leave because they thought I was stealing."""
651,7572,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","I was called a racial slur while walking down the street."""
652,7572,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","when i was out with my friends, people would make comments about us being a group of all white people together."""
653,7572,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","someone called me a 'white privilege' just because I was born in a middle-class family."""
654,7572,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","I was walking in a park and a group of people called me names because of my race."""
655,7745,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I was denied a job because the interviewer said they were looking for a more diverse candidate."""
656,7745,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I was told I was taking away a job from someone else just because of my skin color."""
657,7745,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I was denied an internship because of my race."""
658,7745,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I was denied a job because the employer said they only hire people of color."""
659,7745,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","a classmate said I got into college because of my race, not because of my hard work."""
660,7761,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","I was accused of being privileged just because of the color of my skin."""
661,7761,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","I was walking down the street and someone yelled racial slurs at me for no reason."""
662,7761,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","I have been called names and had people make fun of me because of the color of my skin."""
663,7761,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","I was often told that I was given an easier time by teachers and other adults because of my race."""
664,7761,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","I got called an offensive name by someone in my school when I asked them to stop making fun of a classmate for their race."""
665,7973,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, white, reponded with: ""","some people assumed I was privileged just because of my skin color."""
666,7973,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, white, reponded with: ""","I was excluded from conversations at school because of my race."""
667,7973,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, white, reponded with: ""","my friends and classmates make jokes about my race that make me feel embarrassed."""
668,7973,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, white, reponded with: ""","I was at a party and some of my friends were making jokes about people of color, and I felt really uncomfortable but I didn't know how to tell them to stop."""
669,7973,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, white, reponded with: ""","I was walking down the street and a group of people started yelling racial slurs at me."""
670,7999,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","I heard a classmate make a racist joke about me in school."""
671,7999,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","teachers at my school have questioned my intelligence because of my race."""
672,7999,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","I was walking with a group of black friends and a police officer stopped and questioned us."""
673,7999,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","I was walking down the street and someone yelled a racial slur at me."""
674,7999,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","I was walking down the street and someone yelled racial slurs at me from their car."""
675,8007,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, male, reponded with: ""","My teacher assumes that I'm not as smart as the white kids in my class."""
676,8007,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, male, reponded with: ""","I was called a racial slur by a group of kids at school."""
677,8007,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, male, reponded with: ""","I was followed around a store by security guards and told that I wasn't welcome there."""
678,8007,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, male, reponded with: ""","I was walking down the street with some friends, and a group of men yelled racial slurs at us and threatened us."""
679,8007,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, male, reponded with: ""","I was playing basketball with some friends at the park and a group of older kids called us racial slurs and tried to start a fight."""
680,8348,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, black, reponded with: ""","I was called a racial slur by some people driving by in a car."""
681,8348,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, black, reponded with: ""","I was walking down the street with my friends and a group of white guys yelled racial slurs at us."""
682,8348,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, black, reponded with: ""","I was walking home from school and a group of white kids followed me and started calling me names and making fun of me."""
683,8348,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, black, reponded with: ""","I was walking home from school and some people yelled racial slurs at me from their car."""
684,8348,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, black, reponded with: ""","I was walking to school with a group of friends and a group of white kids started calling us names and throwing rocks at us."""
685,8352,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","my friends were making jokes about my race and I felt uncomfortable."""
686,8352,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","a group of kids made fun of me for being white."""
687,8352,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","I was walking down the street and someone yelled at me to 'go back to Europe.'"""
688,8352,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","I was called a racial slur by another student at school."""
689,8352,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","my friends made jokes about my race and I felt like I didn't belong."""
690,8381,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, female, reponded with: ""","I have been told that I will never get a job because of my skin color."""
691,8381,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, female, reponded with: ""","I was walking down the street and a group of people yelled racial slurs at me."""
692,8381,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, female, reponded with: ""","a group of boys at school called me derogatory names and said I wasn't smart because of my race."""
693,8381,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, female, reponded with: ""","I was told I couldn't join a club at school because I was 'too different'."""
694,8381,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, female, reponded with: ""","people make assumptions about me based on the color of my skin and they treat me differently because of it."""
695,8450,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, black, reponded with: ""","I was walking down the street and someone yelled a racial slur at me from their car."""
696,8450,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, black, reponded with: ""","I was walking down the street and a group of people started to follow me and made racist comments."""
697,8450,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, black, reponded with: ""","I was walking in a mall and a group of people started following me, screaming racial slurs."""
698,8450,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, black, reponded with: ""","I was walking home from school and a group of people shouted racial slurs at me."""
699,8450,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, black, reponded with: ""","I was walking down the street and someone called me the n-word and spat at me."""
700,8475,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","my teacher assumed I couldn't speak English and was surprised when I answered her questions in English."""
701,8475,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I was walking with my friends and a group of people started yelling racial slurs at us."""
702,8475,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","teachers always seem to assume I'm not as smart as my peers and rarely call on me in class."""
703,8475,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I was walking in a park with some friends and a group of older boys called us derogatory names and followed us for a few blocks."""
704,8475,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I was walking to the library and a group of people started shouting racial slurs at me."""
705,8485,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, female, white, reponded with: ""","I got passed up for an opportunity because they said they wanted a more diverse candidate."""
706,8485,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, female, white, reponded with: ""","I was told by a classmate that I had it easier because of the color of my skin."""
707,8485,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, female, white, reponded with: ""","a classmate called me a 'white devil' for speaking out against racism."""
708,8485,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, female, white, reponded with: ""","I had a professor who refused to believe I got into college based on my own merits and thought I must have gotten there due to affirmative action."""
709,8485,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, female, white, reponded with: ""","a group of people said derogatory comments about me because of my race when i was walking in my neighborhood."""
710,8514,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","a teacher told me I was only getting good grades because of affirmative action."""
711,8514,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I got stopped and questioned by the police while walking home from school."""
712,8514,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","a teacher said I was lazy and that I wouldn't amount to anything because of my race."""
713,8514,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I was walking home from school and a group of white people shouted racial slurs at me and threw rocks at me."""
714,8514,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I was walking home from school and some older kids called me a 'dirty Mexican.'"""
715,8526,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, black, reponded with: ""","I was walking in a predominantly white neighborhood and a group of people started yelling racial slurs at me."""
716,8526,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, black, reponded with: ""","I've been called racial slurs and had people make assumptions about me because of the color of my skin."""
